1573104529,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122320
1573104529,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105942
1573104532,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175091
1573104532,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205382
1573104532,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,184901
1573104559,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100178
1573104559,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122314
1573104559,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105927
1573104563,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175103
1573104563,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205381
1573104563,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,184903
1573104589,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100173
1573104589,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122300
1573104589,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105913
1573104592,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175121
1573104592,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205388
1573104592,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,184942
1573104619,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100157
1573104619,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122291
1573104619,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105917
1573104623,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175133
1573104649,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100131
1573104649,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122287
1573104649,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105906
1573104652,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175144
1573104652,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205358
1573104652,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185000
1573104679,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100122
1573104679,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122296
1573104679,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105910
1573104683,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175131
1573104683,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205369
1573104683,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185054
1573104709,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100114
1573104709,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122281
1573104709,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105895
1573104713,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175149
1573104713,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205343
1573104713,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185038
1573104739,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100121
1573104739,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122285
1573104739,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105920
1573104742,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175160
1573104742,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205340
1573104742,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185076
1573104769,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100105
1573104769,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122283
1573104769,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105906
1573104772,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175177
1573104772,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205315
1573104772,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185056
1573104799,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100091
1573104799,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122269
1573104799,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105902
1573104803,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175191
1573104803,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205308
1573104803,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185070
1573104829,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100087
1573104829,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122270
1573104829,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105909
1573104833,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175241
1573104833,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205331
1573104833,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185077
1573104859,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100090
1573104859,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122239
1573104859,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105923
1573104862,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175244
1573104862,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205297
1573104862,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185078
1573104889,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100099
1573104889,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122268
1573104889,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105920
1573104919,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100108
1573104919,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122270
1573104919,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105908
1573104923,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175307
1573104923,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205318
1573104923,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185096
1573104949,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100101
1573104949,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122266
1573104949,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105908
1573104953,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175319
1573104979,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100108
1573104979,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122244
1573104979,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105897
1573104982,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175304
1573104982,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205423
1573104982,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185103
1573105009,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100109
1573105009,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122252
1573105009,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105895
1573105012,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175302
1573105012,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205433
1573105012,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185117
